Chapter,Class,Subject,category,correct_ans,opt_1,opt_2,opt_3,question,serialno
কারাগারের রোজনামচা,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,"১৪ ডিসেম্বর, ১৯৭২","১৬ ডিসেম্বর, ১৯৭২","১৬ জানুয়ারি, ১৯৭৩","১৬ ডিসেম্বর, ১৯৭৩",বঙ্গবন্ধু শেখ মুজিবুর রহমান সংবিধানে স্বাক্ষর করেন কত তারিখে?,900
কারাগারের রোজনামচা,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,"১৫ আগস্ট, ১৯৭৫","১৫ অক্টোবর, ১৯৭৪","১৫ আগস্ট, ১৯৭৪","১৫ অক্টোবর, ১৯৭৫",বঙ্গবন্ধু শেখ মুজিবুর রহমান শাহাদাতবরণ করেন কবে?,901
কারাগারের রোজনামচা,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,৭৬ পৃষ্ঠা,৭০ পৃষ্ঠা,৮৫ পৃষ্ঠা,১৬০ পৃষ্ঠা,বঙ্গবন্ধু হত্যার রায় কত পৃষ্ঠা ছিল?,902
কারাগারের রোজনামচা,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,গোপালগঞ্জ মিশন স্কুল,মাইনর স্কুল,গোপালগঞ্জ জেলা স্কুল,ফরিদপুর হাই স্কুল,শেখ মুজিবুর রহমান কোন স্কুল থেকে ম্যাট্রিকুলেশন পরীক্ষা পাশ করেন?,903
কারাগারের রোজনামচা,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,১৯৪০ খ্রিস্টাব্দে,১৯৪১ খ্রিস্টাব্দে,১৯৪৩ খ্রিস্টাব্দে,১৯৪৪ খ্রিস্টাব্দে,তিনি নিখিল ভারত মুসলিম ছাত্র ফেডারেশনে যোগ দেন কত সালে?,904
কারাগারের রোজনামচা,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,১৯৫২ সালে,১৯৫৪ সালে,১৯৫৫ সালে,১৯৫০ সালে,বঙ্গবন্ধু কবে সর্বপ্রথম “আওয়ামী মুসলিম লীগের” ভারপ্রাপ্ত সাধারণ সম্পাদক হয়েছিলেন?,905
কারাগারের রোজনামচা,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,জেল খানায়,ব্যক্তিগত লাইব্রেরিতে,হাসপাতালে,লন্ডনে,বিখ্যাত ফরাসি ঔপন্যাসিক ও সাহিত্য সমালোচক এমিন জোলার “তেরেসা রোকুইন” এর বই বঙ্গবন্ধু কোথায় বসে পড়েছিলেন বলে কারাগারের রোজনামচাতে উল্লেখ রয়েছে?,906
কারাগারের রোজনামচা,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,পূর্ব পাকিস্তান আওয়ামী লীগ,বঙ্গবন্ধু,আব্দুল মমিন,তাজউদ্দীন আহমদ,৬ দফার প্রচারক কে ছিলেন?,907
কারাগারের রোজনামচা,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,ঢাকা সেনানিবাসে,রাওয়ালপিন্ডির সেনানিবাসে,করাচি হাইকোর্টে,ঢাকা করাগারের জেলগেট,আগরতলা ষড়যন্ত্র মামলার বিচার কার্যক্রম কোথায় শুরু হয়েছিল?,908
কারাগারের রোজনামচা,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,শাসনতান্ত্রিক কাঠামো,কেন্দ্রীয় সরকার ক্ষমতা,মুদ্রা সংক্রান্ত ক্ষমতা,"রাজস্ব, কর সম্বন্ধীয় ক্ষমতা",ছয় দফার প্রথম দফার বিষয়বস্তু কী?,909
কারাগারের রোজনামচা,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,মুদ্রা সংক্রান্ত ক্ষমতা,শাসনতান্ত্রিক কাঠামো,কেন্দ্রীয় সরকারের ক্ষমতা,শুল্ক সম্বন্দীয় ক্ষমতা,৬ দফার ৩য় দফার বিষয়বস্তু কী?,910
কারাগারের রোজনামচা,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,বঙ্গবন্ধুর নানা শেখ আব্দুল মজিদ,বঙ্গবন্ধুর মাতা শেখ সায়েরা খাতুন,বঙ্গবন্ধুর চাচা শেখ আব্দুল রশিদ,বঙ্গবন্ধুর পিতা শেখ লুৎফর রহমান,বঙ্গবন্ধুর নাম ‘শেখ মুজিবুর রহমান’ রেখেছিলেন কে?,911
