Chapter,Class,Subject,category,correct_ans,opt_1,opt_2,opt_3,question
আদুভাই (আবুল মনসুর আহমদ),7,বাংলা প্রথম পত্র,1,অনেক শিক্ষক,অনেক কৃষক,অনেক কৃষ্ণাণী,অনেক রাজমিস্ত্রী,কারা একসময় আদুভাইর সগপাঠী ছিলেন ?
আদুভাই (আবুল মনসুর আহমদ),7,বাংলা প্রথম পত্র,1,৭ম,৬ষ্ঠ,৮ম,৯ম,আদুভাই কোন শ্রেণির ছাত্র ?
আদুভাই (আবুল মনসুর আহমদ),7,বাংলা প্রথম পত্র,1,৫,৬,৭,৮,আদুভাই কত মাইল হেঁটে স্কুলে যেতেন ?
আদুভাই (আবুল মনসুর আহমদ),7,বাংলা প্রথম পত্র,1,একসঙ্গে অধ্যয়ন করা,পাশাপাশি বাড়ি হওয়া,একসঙ্গে মাঠে যাওয়া,একসঙ্গে দাওয়া খাওয়া,সহপাঠী বলতে কী বোঝায় ?
আদুভাই (আবুল মনসুর আহমদ),7,বাংলা প্রথম পত্র,1,আবুল মনসুর আহমদ,ইমদাদুল হক মিলন,কাজী নজরুল ইসলাম,রবীন্দ্রনাথ ঠাকুর,‘হুজুর কেবলা’ গ্রন্থটির লেখক কে ?
আদুভাই (আবুল মনসুর আহমদ),7,বাংলা প্রথম পত্র,1,শ্রেণিকক্ষে শিক্ষা প্রদান করা,ধান ফলানো,ভোটার আইডি তৈরি করা,আদমশুমারি চুড়ান্ত করা,শিক্ষকের প্রকৃত কাজ কোনটি ?
আদুভাই (আবুল মনসুর আহমদ),7,বাংলা প্রথম পত্র,1,কমপক্ষে ৩৩ নম্বর প্রাপ্তি,পরীক্ষায় পূর্ণ নম্বর প্রাপ্তি,প্রথম শ্রেণির নম্বর প্রাপ্তি,৮০ নম্বরের অধিক,‘সব সাবজেক্টে পাকা হওয়া’ বলতে আদুভাই কী বোঝাতে চেয়েছেন ?
আদুভাই (আবুল মনসুর আহমদ),7,বাংলা প্রথম পত্র,1,মৌলভি সাহেব,গণিত শিক্ষক,বাংলা শিক্ষক,প্রধান শিক্ষক,আদু ভাইয়ের নাম শুনে কে জ্বলে উঠল ?
আদুভাই (আবুল মনসুর আহমদ),7,বাংলা প্রথম পত্র,1,শুয়ে শুয়ে পরীক্ষা দিয়ে,নকল করে,বন্ধুদের সহায়তায়,শিক্ষকদের সহায়তায়,আদুভাই প্রমোশন পেলেন কীভাবে ?
আদুভাই (আবুল মনসুর আহমদ),7,বাংলা প্রথম পত্র,1,রোগবালাই,কাজ,দুর্যোগ,ব্যস্ততা,কিসে আদু ভাইকে স্কুলে আসায় বাধা দিতে পারেনি ?
আদুভাই (আবুল মনসুর আহমদ),7,বাংলা প্রথম পত্র,1,প্রমোশন উৎসব,পহেলা বৈশাখ,নববর্ষ,জন্মদিনের উৎসব,আদু ভাই কোন উৎসব করে যেতে পারলেন না ?
আদুভাই (আবুল মনসুর আহমদ),7,বাংলা প্রথম পত্র,1,Here sleeps Adu Mia whc was promoted from class vii to class viii.,Here sleeps Adu vai promoted from class vii to class viii,This is mr. Adu mia was promoted from class vii to class viii,There are sleeps Adumia who wos promoted from class vii to class viii,আদুভাইয়ের কবরে খোদাই করা মার্বেল পাথরের ট্যাবলেটে লেখা ছিল ―
আদুভাই (আবুল মনসুর আহমদ),7,বাংলা প্রথম পত্র,1,প্রমোশন পাবেন,শিক্ষিত হবেন,উচ্চশিক্ষিত হবেন,ম্যাট্রিক পাস করবেন,আদুভাইয়ের বিশ্বাস ছিল ―
আদুভাই (আবুল মনসুর আহমদ),7,বাংলা প্রথম পত্র,1,৭ম শ্রেণি,৬ষ্ঠ শ্রেণি,৮ম শ্রেণি,৯ম শ্রেণি,আদুভাই কেন শ্রেণিতে বহুকাল পড়েছেন ?
আদুভাই (আবুল মনসুর আহমদ),7,বাংলা প্রথম পত্র,1,ক্লাস সেভেন,ক্লাস সিক্স,ক্লাস এইট,ক্লাস নাইন,লেখক কেন ক্লাসে আদুভাইয়ের সহপাঠী ছিলেন ?
আদুভাই (আবুল মনসুর আহমদ),7,বাংলা প্রথম পত্র,1,ছেলের প্রমোশন হওয়ায়,চাকরির আশায়,বিদেশে যাবেন,ছেলের আপত্তিতে,আদুভাই প্রমোশনের জন্য ব্যস্ত হলেন কেন ?
আদুভাই (আবুল মনসুর আহমদ),7,বাংলা প্রথম পত্র,1,জ্ঞান লাভের জন্য,আনন্দ লাভের জন্য,প্রমোশন লাভের জন্য,সম্মান লাভের জন্য,"আদুভাই মনে করতেন, আমরা স্কুলে পড়ি ―"
আদুভাই (আবুল মনসুর আহমদ),7,বাংলা প্রথম পত্র,1,শূন্য,পাঁচ,দশ,বারো,অঙ্ক পরীক্ষায় আদুভাই কত নম্বর পেয়েছিলেন ?
আদুভাই (আবুল মনসুর আহমদ),7,বাংলা প্রথম পত্র,1,আদুভাই,বুলু,তোতাকাহিনী,গুরুচণ্ডালী,“ইমন বারবার এস.এস.সি পরীক্ষায় ফেল করলেও হতাশ হয়নি কারণ সে বিশ্বাস করে একদিন পাস করবেই ।” ― ইমন তোমার পঠিত কোন গল্পের একটি বিশেষ চরিত্রের প্রতিনিধিত্ব করে ?
আদুভাই (আবুল মনসুর আহমদ),7,বাংলা প্রথম পত্র,1,ছেলের প্রমোশন হওয়ায়,চাকরির আশায়,বিদেশ যাবেন,ছেলের আপত্তিতে,‘আদুভাই’ প্রমোশনের জন্য ব্যস্ত হলেন কেন ?
